,freqs,mag,maguncer,examp,phase,phaseuncer
136,12.5,1.0161005088298647,0.0001555087453787564,2.7289,3.0229803369647685,0.0017462399648490207
137,16.0,1.0154768288763334,0.0005093043586558713,5.5403,2.989479754220995,0.0017482625463169598
138,20.0,1.0143359495343147,0.00025169538168627554,5.531000000000001,2.9516087950406455,0.0017523192233693972
139,25.0,1.0127570243255073,0.0009705173717520835,11.286,2.9041053153556593,0.0017496341609016053
140,31.5,1.0103020916084435,0.0008070472804327264,11.462,2.84228921708906,0.0017554515482383318
141,40.0,1.0062440698371498,0.0015558112973630951,23.256,2.7612632684939085,0.001782712243837992
142,46.70000000000001,1.002334899323309,0.0022628167172874807,58.714,2.69762882117952,0.0017991188549945616
143,50.0,1.0000793146265836,0.0010884899841838904,59.08,2.6663591712847157,0.0017875715227263808
144,53.29999999999999,0.9978158944387534,0.0016600308981434473,59.346000000000004,2.63477820185654,0.0017894297745696453
145,63.0,0.9902291774282945,0.037157989744108354,116.62,2.5432103718135024,0.001874532070508907
146,80.0,0.9739933359524535,0.0783183687634982,119.32,2.3813264852773246,0.0019694741832306075
147,100.0,0.9495834891343099,0.08795102069339127,122.18,2.191038187877553,0.002152774105020453
148,125.0,0.9140696840791451,0.03618945358520143,126.62,1.9531941531886767,0.0017653039099302687
149,160.0,0.8506901544756795,0.028055826394113335,126.63,1.6227212031109488,0.0018065204905201486
150,200.0,0.7668859058308469,0.011020974555905824,127.23,1.2413011517334256,0.0018175953276951887
151,250.0,0.6428150282576126,0.016582750427961746,126.28,0.7659559580169596,0.0019170199586001435
152,80.0,0.973451358858612,9.380098666580802e-05,10.014,2.381836575387087,0.001745329946722813
153,250.0,0.6429325660110832,0.009640207552188359,126.48,0.7661459337791913,0.0018909719204660814
154,10.0,1.0163365243180942,0.00012762914352209968,2.7496,3.046595028895463,0.00174758700645849
155,12.5,1.015814335459463,9.782243233406313e-05,2.7310000000000003,3.0227175596109825,0.0017463275007763319
156,16.0,1.0152906732169809,0.00026114493001766937,5.5359,2.989664493391164,0.0017480025125582196
157,20.0,1.014236204122403,0.0002651824499031476,5.5318,2.95166919516861,0.0017521757286897894
158,25.0,1.0126867615513346,0.0004668209747518398,11.284,2.904134218756431,0.0017502434235296942
159,31.5,1.0102225641712244,0.00032500672990355695,11.475,2.8423859133679708,0.0017573325782590003
160,40.0,1.006062490126685,0.0006554874962127378,23.24,2.7616336087564894,0.0017788802776095953
161,46.7,1.002325646956794,0.002028404349419008,58.755,2.697610291630941,0.0018112255280719875
162,50.0,1.0000901792806565,0.0012298708566717696,59.049,2.6663291917243623,0.001785581268255616
163,53.29999999999999,0.9978204787644515,0.0018505055221907042,59.36600000000001,2.6348830703181725,0.0018090437281269587
164,63.0,0.989773863958199,0.05349913212593515,115.48,2.542849522082824,0.0019444710814047086
165,80.0,0.974062510113388,0.02191405479354484,119.92,2.381377776242108,0.0019812646379752004
166,100.0,0.9504396955253691,0.025222983716429566,122.65,2.191275929954164,0.0021364973077239308
167,125.0,0.9144739693491559,0.02808133693526344,125.63,1.9531787314223115,0.0017645900309499478
168,160.0,0.8506414831486941,0.0108129363294051,126.95,1.6228225106296241,0.0018028454352844213
169,200.0,0.7668450319799199,0.012484306250397332,127.03,1.2412550077959448,0.0018109554427441304
170,250.0,0.6427629948494958,0.010745200743499666,126.48,0.766040724930641,0.001930350086752619
